Comentario,Polaridad,Aspectos
el flujo de control y control de decision esta de manera correcta,1,"flujo, control"
el diagrama no tiene nombre y los carriles si estan correctos,0,"diagrama, nombre"
si estan incluidos el nodo inicial y el nodo final,1,"nodo, nodo"
no esta representado correctamente los flujos ya que mostrar historial y crear historial tiene que ir en sistema mas no en usuario,-1,"flujos, historial"
no esta realizado correctamente el flujo de control,-1,"flujo, control"
el diagrama no tiene nombre pero si esta correcto la distribucion de los carriles,0,"diagrama, nombre"
esta correcto tanto el nodo inicial como el final,1,"nodo, final"
los flujos alternos estan mal representados en casos como mostrar historial deberia estar en el carril del sistema,-1,"flujos, casos"
no esta bien el flujo de control,-1,"bien, flujo"
no posee nombre de diagrama la distribucion de los carriles es ordenada,0,"nombre, diagrama"
si esta plasmado correctamente el nodo inicial y final,1,nodo
el flujo base y alterno estan representados correctamente y su funcionalidad es bastante adecuada aun asi el diagrama es sencillo para el proceso indicado,1,"flujo, base"
el flujo de decision y control se usan correctamente,1,"flujo, control"
no tiene nombre el diagrama,-1,"nombre, diagrama"
el nodo final del proceso mostrar historial no esta apuntado al proceso,-1,"nodo, proceso"
el flujo base y flujo alterno de las actividades no se representan correctamente en su mayoria,-1,"flujo, base"
el flujo de control y el de control estan bien representado,1,"flujo, control"
no tiene nombre del diagrama pero si tiene los carriles correctos,0,"nombre, diagrama"
si se tienen incluidos los dos nodos,1,nodos
no esta representados correctamente el flujo alterno,-1,flujo
no esta bien realizado el flujo de objetos,-1,"flujo, objetos"
no existe el nombre del diagrama la distribucion de carriles es ordenada lo que permite que sea facil de comprender ,0,"nombre, diagrama"
el nodo inicial y nodo final es incluido correctamente en el diagrama lo que permite saber donde inician y donde terminan los procesos,1,"nodo, nodo"
el flujo base y flujo alterno no son representados perfectamente ya que de nada sirve un flujo de decision si se terminara haciendo los mismos procesos,-1,"flujo, base"
el control de decision se incluye donde se requieren y de manera correcta existe un flujo de control que no deberia ir ese que conecta mostrar historial con crear historial,0,"control, manera"
no se encuentra el nombre del diagrama,-1,"nombre, diagrama"
el nodo inicial y final estan incluidos en el diagrama se puede saber donde comienza y donde termina el diagrama,1,"nodo, diagrama"
el flujo base y flujo alterno de las actividades no se representan correctamente en su mayoria,-1,"flujo, base"
los flujos de control y de decision se incluyen correctamente,1,"flujos, control"
la distribucion de los carriles esta aplicado correctamente,1,"distribucion, carriles"
si existe un nodo inicial y un nodo final en el diagrama,1,"nodo, nodo"
el flujo tanto normal como alterno no esta representado correctamente de acuerdo a lo requerido,-1,"flujo, alterno"
no se incluye correctamente el flujo de control,-1,"flujo, control"
nombre del diagrama especificado de forma erronea pero los carriles estan definidos de forma correcta y son faciles de comprender,0,"nombre, diagrama"
los nodos iniciales y finales estan especificados de manera correcta y permiten saber donde inician y donde terminan los procesos,1,"finales, manera"
tanto el flujo base como el flujo alterno son especificados con la estructura correcta,1,"flujo, base"
el flujo de control y el flujo de decision se especifican correctamente y cumplen su correcto funcionamiento,1,"flujo, control"
la distribucion de los carriles es la correcta,1,"distribucion, carriles"
existen los nodos en el diagrama,1,diagrama
el flujo base y flujo alterno de las actividades no se representan correctamente en su mayoria,-1,"flujo, base"
no se incluye correctamente el flujo de control,-1,"flujo, control"
no presenta nombre el diagrama la distribucion de carriles esta de forma ordenada,0,"nombre, diagrama"
tanto el nodo inicial como el nodo final esta incluido dentro del diagrama permitiendo identificar donde comienza y donde acaba el proceso,1,"nodo, nodo"
el flujo base y el flujo alterno es representado de manera correcta pero la funcionalidad descrita no corresponde poco a las especificaciones del caso de uso,0,"flujo, base"
el flujo de control y decision se presenta de manera donde se requiere pero no de una manera idonea por como se ha establecido su funcionalidad,0,"flujo, control"
no hay nombre adjunto al diagrama por lo que no se puede saber que funcionalidad se esta disenando la separacion de los carriles esta bien ejecutada por lo que se puede distinguir con facilidad lo que se esta modelando,-1,"nombre, diagrama"
el nodo inicial y el nodo final ha sido incluido correctamente en el diagrama se puede saber donde inicia y donde termina cada proceso,1,"nodo, nodo"
el flujo base y el flujo alterno esta representado correctamente pero es confuso de interpretar la funcionalidad no se ajusta a lo descrito en la especificacion del caso de uso,0,"flujo, base"
el flujo de control y de decision se incluye en la mayoria de los casos donde se requieren pero el caso de nueva evolucion del paciente es redundante,0,"flujo, control"
no existe un nombre del diagrama la distribucion de los carriles es ordenada,0,"nombre, diagrama"
el nodo inicial y nodo final es incluido correctamente,1,"nodo, nodo"
el flujo base y alterno es representado de una manera correcta sin embargo la funcionalidad planteada no es la establecida en un comienzo,0,"flujo, base"
el flujo de control y control de decision no estan establecidos correctamente,-1,"flujo, control"
no se especifica el nombre del diagrama la correcta distribucion de carriles permite su mejor comprension,0,"nombre, diagrama"
el nodo inicial y final se encuentran especificados correctamente,1,"nodo, final"
el flujo base y alterno estan bien representados aunque su funcionalidad no va acorde a la especificacion,0,"flujo, base"
el flujo de control y control de decision son utilizados no de manera correcta,-1,"flujo, control"
el nombre del diagrama no es adecuado la distribucion de los carriles es ordenada por lo que se visualiza de forma facil,0,"nombre, diagrama"
el nodo inicial es incluido correctamente pero en nodo final no se encuentra especificado,0,"nodo, nodo"
el flujo base y el flujo alterno estan especificados correctamente y tienen la funcionalidad segun lo descrito,1,"flujo, base"
el flujo de control esta representado de forma incorrecta ya que el proceso clic en asignar historial nunca se empieza el control de decision esta representado de forma correcta y tiene la funcionalidad descrita en las especificaciones,0,"flujo, control"
el nombre del diagrama no lo especifica la distribucion de los carriles no es completamente correcta ya que faltan actores que participan en el proceso,-1,"nombre, diagrama"
el nodo inicial y final estan incluidos pero no correctamente,0,nodo
el flujo base no se describe correctamente empieza actividades que no estan relacionados entre si por lo tanto es incorrecto no tiene una correcta funcionalidad,-1,"flujo, base"
no se estan asignando correctamente los flujos de control,-1,"flujos, control"
no posee nombre del diagrama,-1,"nombre, diagrama"
no posee un nodo final y los nodos de excepcion deben de estar representados fuera de los carriles de ambos procesos,-1,"nodo, excepcion"
el flujo base y el flujo alterno no estan bien representado en los procesos llegando inclusive a crear bucles o en otro caso a ser innecesarios,-1,"flujo, base"
el flujo de control esta representado correctamente y el control de decision esta ubicado en su carril correspondiente pero solo contiene un sustantivo y no una accion de decision,0,"flujo, control"
no cuenta con el nombre del diagrama el orden de los carriles es ordenado,0,"nombre, diagrama"
el nodo de inicio se identifica de forma correcta no obstante solo cuenta con nodos para finalizar procesos pero el nodo final no se encuentra,0,"nodo, inicio"
el flujo base y flujo alterno de las actividades no se representan correctamente en su mayoria,-1,"flujo, base"
el flujo de control no esta definido de forma correcta ya que comienza con un caso de uso que no es correcto y no esta definido en el diagrama de caso de uso la mayor parte de las actividades son incorrectas ya que no se relacion al diagrama de caso de uso los controles de decision estan correctos,-1,"flujo, control"
no tiene nombre el diagrama,-1,"nombre, diagrama"
los nodos finales no estan incluidos correctamente en el diagrama,-1,"finales, diagrama"
en el algunas actividad no tiene flujo alterno y tiene varias funcionalidades en un grafico,-1,"actividad, flujo"
el flujo de control se incluye donde se requiere y de manera correcta,1,"flujo, control"
el diagrama no tiene nombre la distribucion de carriles es ordenada ,0,"diagrama, nombre"
los nodos finales no estan incluidos correctamente en el diagrama,-1,"finales, diagrama"
en el algunas actividades no tiene flujo alterno y tiene varias funcionalidades en un grafico,-1,"actividades, flujo"
el control de decision se incluye donde se requiere y de manera correcta pero el flujo de control no ya que hay actividades que no se relacionan con ninguna de estas dejando funcionalidades sin comunicacion con otras,0,"control, manera"
no se encuentra nombre del diagrama,-1,"nombre, diagrama"
el nodo inicial es incluido correctamente el nodo final no existe solo se visualizan nodos para terminar procesos dentro del diagrama,0,"nodo, nodo"
flujo normal y flujo alterno entendibles segun el funcionamiento requerido proceso clic en asignar tratamiento sin un nodo inicial,0,"alterno, funcionamiento"
buen uso de los flujos de control y control de decision,1,"uso, flujos"
el diagrama no tiene nombre y ademas existe ausencia de carriles,-1,"diagrama, nombre"
si existen los nodos iniciales y finales pero carecen de sentido,0,"finales, sentido"
el flujo base y flujo alterno de las actividades no se representan correctamente en su mayoria,-1,"flujo, base"
los flujos de controles no son adecuados,-1,"flujos, controles"
no tiene nombre el diagrama,-1,"nombre, diagrama"
el nodo inicial y el nodo final si se incluye correctamente en el diagrama,1,"nodo, nodo"
el flujo normal y el flujo alterno no esta descrito correctamente,-1,"flujo, flujo"
el flujo de control es poco adecuado para lo requerido,-1,"flujo, control"
el orden de los carriles es adecuada pero el diagrama no posee el nombre correcto,0,"orden, carriles"
el nodo inicial y nodo final son incluidos correctamente,1,"nodo, nodo"
el flujo base y el flujo alterno no poseen la estructura correcta y la funcionalidad es mediocre,-1,"flujo, base"
el control de decision se emplea de manera incorrecta y el flujo de control carece de entendimiento,-1,"control, manera"
el nombre del diagrama es adecuado la distribucion de los carriles es correcta,1,"nombre, diagrama"
los nodos inicial y final estan incluidos adecuadamente,1,
los flujos estan representados correctamente faltan actividades,0,"flujos, actividades"
el flujo de control que se muestra en el diagrama esta incluido donde se requiere,1,"flujo, control"
falta el nombre del diagrama los carriles estan divididos y especificados para la funcion,0,"nombre, diagrama"
tiene un nodo inicial y un nodo final que nos indica correctamente su flujo,1,"nodo, nodo"
es parcialmente funcional a las especificaciones del caso de uso,1,"especificaciones, caso"
el flujo de control es correcto y bien especificado,1,"flujo, control"
el diagrama no tiene nombre la distribucion es ordenada,0,"diagrama, nombre"
los nodos estan incluidos correctamente,1,nodos
los flujos tienen la funcionalidad con lo descrito en los requerimientos,1,"flujos, funcionalidad"
el control de decision se incluye donde se requiere,1,control
el diagrama no cuenta con nombre,-1,"diagrama, nombre"
los nodos cumplen los requerimientos,1,"nodos, requerimientos"
el flujo base y flujo alterno de las actividades no se representan correctamente en su mayoria,-1,"flujo, base"
el control de decision se emplea de manera incorrecta y el flujo de control carece de entendimiento,-1,"control, manera"
no posee un nombre del proceso que se esta realizando,-1,"nombre, proceso"
los nodos no estan representados correctamente deben de estar fuera de los carriles,-1,"nodos, carriles"
el flujo base y flujo alterno de las actividades no se representan correctamente en su mayoria,-1,"flujo, base"
el flujo de control no es adecuado donde se acaba en carriles incorrecto y el flujo de decision se representa de manera correcta,-1,"flujo, control"
no se especifica el nombre del proceso en el diagrama la distribucion de carriles es ordenada,0,"nombre, proceso"
el nodo inicial es incluido correctamente en el diagrama el nodo final no,0,"nodo, diagrama"
el flujo base y flujo alterno no son representados correctamente y no tienen la funcionalidad segun lo descrito en la especificacion de casos de uso,-1,"flujo, base"
los flujos de control y control de decision se representan de una manera correcta como lo requiere el diagrama,1,"flujos, control"
el diagrama no tiene nombre,-1,"diagrama, nombre"
se tiene un correcto uso del nodo inicial final y finalizadores auxiliares,1,"uso, nodo"
parcialmente correcto representa muy poca actividad,0,actividad
el control de decision se emplea de manera incorrecta y el flujo de control carece de entendimiento,-1,"control, manera"
no se muestra el nombre del diagrama la distribucion de carriles es correctamente ordenada,0,"nombre, diagrama"
el nodo final esta mal incluido en el diagrama debe de posicionarse fuera de los carriles,-1,"nodo, diagrama"
el flujo base y flujo alterno de las actividades no se representan correctamente en su mayoria,-1,"flujo, base"
se incluye correctamente los flujos de control y el control de decision dentro del diagrama,1,"flujos, control"
mal diseno del diagrama faltan carriles,-1,diagrama
cuenta con el nodo inicial y final aunque no estan incluidos bien del todo,0,nodo
el flujo base y flujo alterno de las actividades no se representan correctamente en su mayoria,-1,"flujo, base"
incluye flujo de control y decision pero lo aplica de manera incorrecta,-1,"flujo, control"
el nombre del diagrama es adecuado la distribucion de los carriles es ordenada,1,"nombre, diagrama"
el nodo inicial y el nodo final se colocan correctamente para saber donde empieza y donde termina el proceso,1,"nodo, nodo"
el flujo base y el flujo alterno son representados perfectamente y describen la especificacion de casos de uso,1,"flujo, base"
el flujo de control y control de decision se incluye donde se requiere y de manera correcta,1,"flujo, control"
el diagrama cumple con todo lo que se pide existe una buena distribucion de carriles lo cual esta ordenada lo que permite que sea facil de comprender,1,"diagrama, distribucion"
el nodo inicial y el nodo final estan correctamente pero existe muy poca iteracion en el diagrama,0,"nodo, nodo"
cada proceso cumple con lo requerido debido a que cada accion tiene su respuesta y es justo lo que se quiere,1,"proceso, accion"
incluye flujo de control y decision pero lo aplica de manera incorrecta,-1,"flujo, control"
el nombre del diagrama es el adecuado la distribucion de los carriles esta bien pero estan separado los diagramas,0,"nombre, diagrama"
el nodo inicio y el final esta incluido correctamente en el diagrama lo cual permite saber donde inician y donde terminan los procesos,1,"nodo, final"
los tipos de flujos si estan representados correctamente,1,"tipos, flujos"
el flujo de control y control de decision se incluye donde se requieren y de manera correcta,1,"flujo, control"
tanto el nombre del diagrama como la distribucion de los carriles esta correcto,1,"nombre, diagrama"
los nodos tanto el inicial como el final esta de manera correcta,1,"inicial, final"
esta representado de manera correcta los flujos en este diagrama,1,"manera, flujos"
el flujo de control al igual que el de decision esta colocado de manera correcta,1,"flujo, control"
el nombre del diagrama es adecuado su distribucion es ordenada,1,"nombre, diagrama"
su nodo de inicio y fin se muestran correctamente,1,"nodo, inicio"
los flujos tanto base como alterno se muestran correctos aunque muestran nombres diferentes a los del caso de uso y el solicita formulario no deberia ir deberia comenzar con consultar diagnostico o tratamiento,0,"flujos, base"
los controles de decision se muestran de manera correcta sin dificultar su entendimiento,1,"controles, manera"
el nombre del diagrama es adecuado y tambien la distribucion de los carriles,1,"nombre, diagrama"
los nodos de inicio y el final estan correctamente,1,"inicio, final"
el flujo base y flujo alterno de las actividades no se representan correctamente en su mayoria,-1,"flujo, base"
si tiene el flujo de control y el control de decision,1,"flujo, control"
no contiene nombre del diagrama los carriles estan ordenados de tal manera que sea facil leerlo,0,"nombre, diagrama"
el nodo inicial y el nodo final estan colocados correctamente al inicio y al final del proceso respectivamente,1,"nodo, nodo"
el flujo normal y el flujo alterno estan especificados de forma correcta la funcionalidad descrita en el flujo alterno de consultar paciente no se encuentra igual que en el diagrama de casos de uso,0,"flujo, flujo"
el flujo de control y el control de decision se incluyen de forma correcta en donde se requieren,1,"flujo, control"
no posee nombre el diagrama la distribucion de los carriles es correcta,0,"nombre, diagrama"
el nodo inicio y el nodo final esta incluido correctamente,1,"nodo, nodo"
el flujo base y flujo alterno es representado perfectamente,1,"flujo, base"
el flujo de control y control de decision esta de manera correcta,1,"flujo, control"
el diagrama no cuenta con nombre,-1,"diagrama, nombre"
el nodo inicio y el nodo final esta incluido correctamente,1,"nodo, nodo"
el flujo base y flujo alterno de las actividades no se representan correctamente en su mayoria,-1,"flujo, base"
el flujo de control es correcto los controles de decision son incorrectos,0,"flujo, control"
no tiene nombre del diagrama,-1,"nombre, diagrama"
los nodos se especifican correctamente,1,nodos
flujos normal y alterno emitidos de manera adecuada,1,"flujos, alterno"
el flujo de control es correcto los controles de decision son incorrectos,0,"flujo, control"
no cuenta con el nombre del diagrama pero si cuenta con una correcta distribucion,0,"nombre, diagrama"
cuenta con los nodos iniciales y finales de forma correcta aunque un nodo de finalizar proceso no esta bien ubicado ya que continua con dicho proceso,0,"finales, forma"
se identifican los flujo de datos de manera clara pero usa nombres distintos a los especificados en el diagrama de caso de usos,0,"flujo, datos"
los flujos de control se muestran de manera correcta sin dificultar su entendimiento,1,"flujos, control"
no tiene nombre el diagrama de actividad,-1,"nombre, diagrama"
se tiene claro el inicio y el fin del diagrama de actividad,1,"inicio, fin"
el flujo base y flujo alterno no esta representado correctamente,-1,"flujo, base"
incluye flujo de control y decision pero lo aplica de manera incorrecta,-1,"flujo, control"
la distribucion de carriles es adecuada,1,"distribucion, carriles"
los nodos son incluidos correctamente,1,nodos
los flujos se representan correctamente,1,flujos
el flujo de control es correcto los controles de decision son incorrectos,0,"flujo, control"
se manifiesta el nombre del diagrama la cual es el adecuado otorgado por la docente la separacion de carriles es ordenada la cual se juega medico y sistema lo que se considera que sea facil de captar,1,"nombre, diagrama"
el nodo inicial como el nodo final se representa correctamente en el diagrama de actividades lo que indicara donde inician y donde terminan los procesos del diagrama,1,"nodo, nodo"
el flujo base y flujo alterno es adecuado si coincide con la funcionalidad de los requerimientos del proceso pero se debio especificar un poco mas para que sea mejor apreciado,0,"flujo, base"
el flujo de control y control de decision se encuentran falencias en el uso de estos no se especifica muy bien lo cual no es muy entendible,-1,"flujo, control"
el nombre del diagrama es el adecuado ademas consta de una distribucion de carriles es ordenada lo que permite que sea facil de entender,1,"nombre, diagrama"
el nodo inicial y nodo final es incluido correctamente en el diagrama de actividades lo cual permite saber donde inician y donde terminan los procesos,1,"nodo, nodo"
el flujo base y flujo alterno no esta representado de la mejor manera lo cual afecta la funcionalidad segun lo descrito en la especificacion de casos de uso,-1,"flujo, base"
en el diagrama de actividades el flujo de control y control de decision se incluye donde se requieren y de manera correcta,1,"diagrama, actividades"
el nombre del diagrama es el adecuado la distribucion de los carriles es facil de entender pero faltan carriles,0,"nombre, diagrama"
el nodo inicial y final estan insertados correctamente,1,nodo
los flujos son representados correctamente la funcionalidad no es del todo correcta segun la especificacion del caso de uso ya que faltan carriles,0,"flujos, funcionalidad"
el flujo de control se encuentra correctamente donde se requiere,1,"flujo, control"
el nombre del diagrama es correcto la distribucion de los carriles esta ordenada,1,"nombre, diagrama"
el nodo inicial y el nodo final se incluyen de manera correcta porque se visualiza en donde empieza y en donde termina el proceso,1,"nodo, nodo"
el flujo base y el flujo alterno se representan de manera correcta pero no el fujo en ciertas partes no cumplen con la funcionalidad especificada en el caso de uso,0,"flujo, base"
el flujo de control y decision es incluido donde se requiere y la manera en que se usa es adecuada,1,"flujo, control"
el diagrama no cuenta con nombre,-1,"diagrama, nombre"
el nodo final no esta correctamente por motivo que existen procesos sin terminar,-1,"nodo, motivo"
el flujo base y flujo alterno de las actividades no se representan correctamente en su mayoria,-1,"flujo, base"
el flujo de control es correcto los controles de decision son incorrectos,0,"flujo, control"
el nombre del diagrama esta especificado y es correcto los carriles estan bien distribuidos por lo que se puede comprender con claridad los actores,1,"nombre, diagrama"
el nodo inicial esta incluido correctamente pero el nodo final no se ha incluido ya que solo esta incluido el fin de un proceso sabemos donde inicia un proceso pero solo tenemos el final de otro proceso,0,"nodo, nodo"
el flujo base y alterno no esta bien representado pero no son fieles a lo que se especifica en el diagrama de caso de uso la funcionalidad es la adecuada pero no esta especificado de esa forma en los casos de uso,0,"flujo, base"
el flujo de control y control de decision esta incluido donde se le requiere y las decisiones estan bien especificadas siendo comprensible lo que acarrea cada decision,1,"flujo, control"
el nombre del diagrama esta correcto se puede visualizar todo de manera correcta,1,"nombre, diagrama"
se tiene un correcto uso del nodo inicial y final,1,"uso, nodo"
correcto uso de la union y va de acuerdo al caso de uso,1,"uso, acuerdo"
podrian omitirse algunos controles de decision,-1,controles
el nombre del diagrama es el adecuado y la distribucion de los carriles es la adecuada,1,"nombre, diagrama"
el nodo inicial y nodo final es incluido correctamente en el diagrama lo que permite saber donde inician y donde terminan los procesos,1,"nodo, nodo"
el flujo base y flujo alterno es representado perfectamente y tiene la funcionalidad segun lo descrito en la especificacion de casos de uso,1,"flujo, base"
el flujo de control y control de decision se incluye donde se requieren y de manera correcta sin embargo deberian de existir mas mas alertas de error,0,"flujo, control"
tiene el nombre adecuado ya que hace referencia al proceso la distribucion de carriles es la correcta,1,"nombre, referencia"
el nodo inicial y final fueron establecidos de manera correcta,1,"nodo, manera"
el flujo alterno se encuentra bien distribuido aunque se unifica para seguir con el flujo base que luego este usa procesos que no se encuentran bien del todo,0,"flujo, alterno"
tiene un flujo de control y decision adecuado,1,"flujo, control"
el diagrama no tiene nombre y falta un carril es decir el medico no interactuaria con el sistema,-1,"diagrama, nombre"
cuenta con un nodo inicial y un nodo final si no necesita medicacion no deberia generar un tratamiento ya que el tratamiento como tal es la forma de medicarse y las indicaciones es decir que en la decision si no necesita medicacion deberia dirigirse a terminar consulta medica o terminar ese proceso como tal,0,"nodo, nodo"
si existe un flujo normal y un alterno pero no esta aplicado el proceso en si de manera correcta,0,"flujo, alterno"
considero que no deberia existir un control de decision para tomar la decision de si necesita medicacion o no,-1,"control, decision"
no se tiene claro el nombre del diagrama que se especifica no tiene los carriles pues solo hay un objeto,-1,"nombre, diagrama"
tiene bien el inicio y el final pero el mensaje final no se encuentra bien,0,"inicio, final"
el flujo base y flujo alterno de las actividades no se representan correctamente en su mayoria,-1,"flujo, base"
los flujos de controles no son adecuados,-1,"flujos, controles"
no presenta nombre del diagrama la distribucion de los carriles no se puede analizar debido a que solo considera un carril,-1,"nombre, diagrama"
tanto el nodo inicial como el nodo final esta incluido dentro del diagrama permitiendo identificar donde comienza y donde acaba el proceso,1,"nodo, nodo"
el flujo base y el flujo alterno es correcto con respecto a la funcionalidad descrita esta no esta del todo acorde a las especificaciones del caso de uso,0,"flujo, base"
el flujo de control y decision no se presenta correctamente pero si esta colocado en donde se requiere,0,"flujo, control"
la distribucion de carriles es adecuada,1,"distribucion, carriles"
los nodos son incluidos correctamente,1,nodos
los flujos se representan correctamente,1,flujos
el flujo de control es correcto los controles de decision son incorrectos,0,"flujo, control"
el diagrama no tiene carriles,-1,"diagrama, carriles"
si se identifica correctamente un inicio y un final,1,"inicio, final"
el flujo base y flujo alterno de las actividades no se representan correctamente en su mayoria,-1,"flujo, base"
tiene un flujo de control y decision adecuado,1,"flujo, control"
el diagrama de actividades no cuenta con nombre del caso de uso a disenar no hay carriles por lo que todo es un conglomerado en un solo actor lo cual puede resultar confuso,-1,"diagrama, actividades"
tanto el nodo inicial como el final estan incluidos de forma correcta en el diagrama se puede ver muy facilmente donde inicia y termina el proceso,1,"nodo, final"
faltan flujos alternos para algunos flujo base la funcionalidad del descrito esta mal disenada ya que ocupa figuras que no pertenecen a ese flujo,-1,"flujos, flujo"
faltan controles de decisiones dentro del diagrama,-1,"controles, decisiones"
la distribucion de carriles es adecuada,1,"distribucion, carriles"
los nodos son incluidos correctamente,1,nodos
los flujos se representan correctamente,1,flujos
el flujo de control es correcto los controles de decision son incorrectos,0,"flujo, control"
no existe un nombre del diagrama no existen todos los carriles necesarios para representar interaccion con el sistema,-1,"nombre, diagrama"
el nodo inicial y nodo final es incluido correctamente,1,"nodo, nodo"
casi todos los flujos base y alterno se encuentran en el carril equivocado,-1,"base, alterno"
el flujo de control y control de decision estan establecidos correctamente,1,"flujo, control"
no se especifica el nombre del diagrama no existe una distribucion de carriles para su comprension,-1,"nombre, diagrama"
el nodo inicial y final se encuentran especificados correctamente,1,"nodo, final"
el flujo base y alterno estan bien representados aunque su funcionalidad no va acorde a la especificacion y no se encuentran distribuidos en carriles,0,"flujo, base"
el flujo de control y control de decision son utilizados no de manera correcta,-1,"flujo, control"
no tiene nombre el diagrama si tiene carriles  que son facil de comprender,0,"nombre, diagrama"
el nodo inicial como el nodo final se identifican a simple vista lo cual es entendible donde comienza y donde termina el proceso de este diagrama de actividad,1,"nodo, nodo"
el flujo base como el alterno no cumple con lo requerido como se realizo  carriles el carril de sistema existen dos actividades con el mismo nombre actividad redundante que no tiene ni comunicacion con el carril  de medico especialista,-1,"flujo, base"
el flujo de control y control de decision  no incluyen su mensaje que es lo que necesita ademas no esta bien implementado muchas falencias ,-1,"flujo, control"
no existe nombre para el diagrama,-1,"nombre, diagrama"
el nodo inicial y el nodo final estan incluidos en el diagrama,1,"nodo, nodo"
el flujo base y flujo alterno de las actividades no se representan correctamente en su mayoria,-1,"flujo, base"
el flujo de control esta incluido en el diagrama el control de decision no es correcto,-1,"flujo, control"
el diagrama no tiene nombre pero la distribucion de carriles es ordenada lo cual permite el diagrama sea facil de comprender,0,"diagrama, nombre"
cumple con todo lo requerido consta de un nodo inicial y un nodo final el cual es incluido correctamente en el diagrama lo cual permite saber donde inician y donde terminan los procesos,1,"nodo, nodo"
no cumple con lo requerido ya que en el diagrama de actividades tienen flujo base y flujo alterno pero en el caso de uso no lo representa lo cual dificulta la funcionalidad del sistema,-1,"diagrama, actividades"
cumple con lo requerido en el cual consta de un flujo de control y control de decision en donde se lo incluye donde se requieren y de manera correcta,1,"flujo, control"
el orden de los carriles es adecuada pero el diagrama no posee el nombre correcto,0,"orden, carriles"
el nodo inicial y nodo final son incluidos correctamente,1,"nodo, nodo"
el flujo base y el flujo alterno estan correctamente representados pero la funcionalidad decae,0,"flujo, base"
el flujo de decision se emplea de manera correcta pero el flujo de control carece de entendimiento,0,"flujo, manera"
no existe nombre para el diagrama,-1,"nombre, diagrama"
el nodo inicial y nodo final son incluidos correctamente,1,"nodo, nodo"
las actividades se especifican correctamente,1,actividades
los controles de decision no son los correctos,-1,controles
no cuenta con un nombre que describa los procesos a detallar la distribucion de carriles es correcta lo que facilita su entendimiento,0,"nombre, procesos"
la finalizacion del nodo de medico general no se encuentra especificada y debia haber una relacion entre todos los carriles propuestos,-1,"finalizacion, nodo"
el flujo base y el flujo alterno se encuentras especificados de manera correcta segun los requerimientos y los casos de uso,1,"flujo, base"
los controles de decision se encuentran correctamente especificadas y facilitan su comprension se encuentran detallados donde se los requiere de manera correcta,1,"controles, comprension"
no existe nombre del diagrama la distribucion es la correcta,0,"nombre, diagrama"
el nodo final no esta correctamente por motivo que existen procesos sin terminar,-1,"nodo, motivo"
el flujo base y alterno esta correctamente pero no tiene coherencia con el estudio de caso,0,"flujo, base"
el flujo de control y decision se incluye donde se debe,1,"flujo, control"
no contiene nombre del diagrama la distribucion de carriles es la correcta,0,"nombre, diagrama"
el nodo inicio esta incluido de forma correcta el nodo final esta incluido pero no de forma correcta,0,"nodo, forma"
el flujo base esta descrito de forma correcta el flujo alterno no tiene la funcionalidad requerida,0,"flujo, base"
el flujo de control se incluye donde se requiere y de forma correcta el flujo de decision se incluye donde se requiere pero no de forma correcta,0,"flujo, control"
es facil de entender gracias a que lo hicieron en forma de carril permite identificar las actividades de los actores involucrados y la interaccion con el sistema,1,"gracias, forma"
existe nodo inicial y nodo final describen a detalle lo que hace cada cosa pero no creo que es el lugar correcto para finalizar el nodo,0,"nodo, nodo"
detallan especificamente lo que debe hacer el medico y el especialista se puede entender de forma sencilla gracias a su distribucion y validaciones,1,"medico, especialista"
los controles de decision estan perfectamente utilizados saben en que momento deberia aplicarse cada cosa y por el caso contrario lo que tendria que hacer,1,"controles, momento"
los nombres poseen los nombres adecuados y estan de forma ordenadas los carriles utilizados,1,"nombres, nombres"
el nodo inicial y nodo final son incluidos correctamente,1,"nodo, nodo"
el flujo base y flujo alterno no esta representado correctamente,-1,"flujo, base"
el flujo de control es correcto los controles de decision son incorrectos,0,"flujo, control"
no tiene nombre el diagrama la distribucion de los carriles es correcta,0,"nombre, diagrama"
el nodo inicial y nodo final son incluidos correctamente,1,"nodo, nodo"
el flujo base y flujo alterno no esta representado correctamente,-1,"flujo, base"
el flujo de control es correcto los controles de decision son incorrectos,0,"flujo, control"
el diagrama no tiene nombre es facil de entender y esta ordenado,0,"diagrama, nombre"
los nodos estan correctamente incluidos se entiende donde empieza y donde acaba el diagrama,1,"nodos, diagrama"
tanto el flujo base como el alterno estan perfectamente representados y se entienden con facilidad,1,"flujo, base"
se requiere un flujo de control en verificacion de credenciales en despliegue de login esta correctamente implementado,1,"flujo, control"
los nombres poseen los nombres adecuados y estan de forma ordenadas los carriles utilizados,1,"nombres, nombres"
los nodos de inicio y final se encuentras bien direccionados,1,"inicio, final"
cuenta con las especificaciones correctas pero no poseen concordancia con el caso de uso,0,"especificaciones, concordancia"
el flujo de control y decision se incluye donde se debe,1,"flujo, control"
el diagrama no tiene nombre es facil de entender y esta ordenado,0,"diagrama, nombre"
los nodos estan correctamente incluidos se entiende donde empieza y donde acaba el diagrama,1,"nodos, diagrama"
tanto el flujo base como el alterno estan perfectamente representados y se entienden con facilidad,1,"flujo, base"
el flujo de control y decision se incluye donde se debe,1,"flujo, control"
el diagrama no tiene nombre es facil de entender y esta ordenado,0,"diagrama, nombre"
los nodos estan correctamente incluidos se entiende donde empieza y donde acaba el diagrama,1,"nodos, diagrama"
